,Id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,native_country,income
16761,A16761,18,,266287,Some-college,10,Never-married,,Own-child,White,Female,0,0,25,United-States,<=50K
16762,A16762,44,Private,128485,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
16763,A16763,81,,89015,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,18,United-States,<=50K
16764,A16764,55,Private,106740,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16765,A16765,52,Private,167527,11th,7,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
16766,A16766,31,Private,19302,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16767,A16767,35,Private,210150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
16768,A16768,39,Private,179824,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,36,United-States,<=50K
16769,A16769,27,Private,420351,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
16770,A16770,23,State-gov,215443,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,15,United-States,<=50K
16771,A16771,26,Private,116044,11th,7,Separated,Craft-repair,Other-relative,White,Male,2907,0,50,United-States,<=50K
16772,A16772,33,Private,215306,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Cuba,<=50K
16773,A16773,39,Private,108069,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
16774,A16774,44,Private,260046,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
16775,A16775,38,Private,31053,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
16776,A16776,18,Private,362302,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
16777,A16777,54,Private,87205,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
16778,A16778,45,Private,191703,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
16779,A16779,43,Private,242968,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
16780,A16780,23,Local-gov,185575,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
16781,A16781,37,Private,177858,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,40,United-States,<=50K
16782,A16782,33,Self-emp-not-inc,73585,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
16783,A16783,45,Private,301802,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
16784,A16784,32,Self-emp-inc,108467,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
16785,A16785,47,Private,431245,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16786,A16786,44,Private,157217,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16787,A16787,22,Private,204935,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
16788,A16788,17,Private,277112,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
16789,A16789,64,Self-emp-inc,59145,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,>50K
16790,A16790,30,Local-gov,159773,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K
16791,A16791,51,Private,118793,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
16792,A16792,26,State-gov,152457,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
16793,A16793,31,Private,187901,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,1504,40,United-States,<=50K
16794,A16794,50,Private,266529,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16795,A16795,18,,256179,Some-college,10,Never-married,,Own-child,White,Male,594,0,10,United-States,<=50K
16796,A16796,63,Private,113756,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
16797,A16797,48,Private,83444,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K
16798,A16798,37,Self-emp-inc,30529,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,50,United-States,>50K
16799,A16799,51,,146325,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,28,United-States,<=50K
16800,A16800,29,Private,198825,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
16801,A16801,69,Private,71489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
16802,A16802,56,Private,111218,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
16803,A16803,26,,221626,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,<=50K
16804,A16804,39,Local-gov,203482,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
16805,A16805,42,Self-emp-not-inc,352196,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,22,United-States,<=50K
16806,A16806,41,Federal-gov,355918,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
16807,A16807,45,Private,168262,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K
16808,A16808,23,Private,182615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
16809,A16809,29,Private,211482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
16810,A16810,34,Private,386370,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
16811,A16811,31,,85077,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,1902,20,United-States,>50K
16812,A16812,46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
16813,A16813,46,Without-pay,142210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,<=50K
16814,A16814,33,Private,415706,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
16815,A16815,46,Private,237731,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
16816,A16816,26,Private,343506,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
16817,A16817,49,Local-gov,116163,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,France,<=50K
16818,A16818,66,,206560,HS-grad,9,Widowed,,Not-in-family,Other,Female,0,0,35,Puerto-Rico,<=50K
16819,A16819,55,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,>50K
16820,A16820,35,Private,301862,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16821,A16821,27,Private,33429,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
16822,A16822,31,Private,169583,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
16823,A16823,47,Private,146497,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,16,Germany,<=50K
16824,A16824,48,Self-emp-not-inc,383384,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16825,A16825,27,Private,240809,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States,<=50K
16826,A16826,38,Private,203763,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16827,A16827,27,Private,218785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
16828,A16828,23,,381741,Assoc-acdm,12,Never-married,,Own-child,White,Male,0,1721,20,United-States,<=50K
16829,A16829,17,Private,244602,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
16830,A16830,44,State-gov,175696,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16831,A16831,26,Private,101027,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
16832,A16832,37,Private,99270,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K
16833,A16833,49,Private,224393,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
16834,A16834,42,Private,192381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16835,A16835,26,Private,131686,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
16836,A16836,73,,84390,Assoc-voc,11,Married-spouse-absent,,Not-in-family,White,Female,0,0,32,United-States,<=50K
16837,A16837,44,Private,277533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16838,A16838,47,Private,72880,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
16839,A16839,28,,149646,Some-college,10,Divorced,,Own-child,White,Female,0,0,20,?,<=50K
16840,A16840,49,Private,209057,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
16841,A16841,17,Private,108909,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
16842,A16842,42,Private,74949,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
16843,A16843,30,Private,235639,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16844,A16844,36,State-gov,137421,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong,<=50K
16845,A16845,53,Private,122412,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
16846,A16846,23,Private,434894,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
16847,A16847,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
16848,A16848,32,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,United-States,>50K
16849,A16849,39,Private,225330,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,50,Poland,>50K
16850,A16850,40,Private,32627,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
16851,A16851,28,Private,65171,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
16852,A16852,32,Private,193380,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
16853,A16853,42,Private,184823,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
16854,A16854,35,Private,81259,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
16855,A16855,35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
16856,A16856,21,Private,190968,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
16857,A16857,71,Private,196610,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Male,6097,0,40,United-States,>50K
16858,A16858,31,Private,330715,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
16859,A16859,25,Local-gov,77698,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
16860,A16860,35,Private,139770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6849,0,40,United-States,<=50K
16861,A16861,24,Private,109053,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,<=50K
16862,A16862,69,Private,312653,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
16863,A16863,35,Self-emp-not-inc,193260,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
16864,A16864,35,Private,331831,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
16865,A16865,42,Private,54202,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,50,United-States,>50K
16866,A16866,51,Private,163948,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
16867,A16867,48,Private,36228,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,<=50K
16868,A16868,49,Private,160167,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
16869,A16869,53,Private,178356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407,0,99,United-States,<=50K
16870,A16870,43,Private,104196,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
16871,A16871,53,Private,288353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16872,A16872,35,Private,187693,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
16873,A16873,36,Private,114988,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
16874,A16874,34,Local-gov,117392,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
16875,A16875,48,Private,121124,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
16876,A16876,53,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16877,A16877,37,Private,245053,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,1504,40,United-States,<=50K
16878,A16878,49,State-gov,216734,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
16879,A16879,30,,197827,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
16880,A16880,41,Private,49156,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16881,A16881,25,Private,126133,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
16882,A16882,24,Private,304463,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
16883,A16883,34,Private,214288,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
16884,A16884,29,Private,274969,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,42,United-States,<=50K
16885,A16885,23,Private,189072,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,45,United-States,<=50K
16886,A16886,46,Private,128047,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
16887,A16887,20,Private,210338,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
16888,A16888,63,Private,122442,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16889,A16889,40,Self-emp-not-inc,167081,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,<=50K
16890,A16890,33,Private,251421,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
16891,A16891,24,Federal-gov,219519,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
16892,A16892,36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
16893,A16893,25,Private,441210,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
16894,A16894,54,Local-gov,178356,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
16895,A16895,50,Self-emp-not-inc,231196,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
16896,A16896,58,State-gov,40925,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
16897,A16897,17,Private,270587,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,England,<=50K
16898,A16898,40,Private,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
16899,A16899,27,Private,114967,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
16900,A16900,20,Private,344492,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,26,United-States,<=50K
16901,A16901,22,Private,369387,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
16902,A16902,80,Self-emp-not-inc,101771,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
16903,A16903,52,Private,137428,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
16904,A16904,40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,United-States,>50K
16905,A16905,48,Private,139290,10th,6,Separated,Machine-op-inspct,Own-child,White,Female,0,0,48,United-States,<=50K
16906,A16906,62,Private,199193,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K
16907,A16907,32,Private,286689,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,>50K
16908,A16908,21,,123727,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,28,United-States,<=50K
16909,A16909,58,Federal-gov,208640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16910,A16910,37,Self-emp-not-inc,120130,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
16911,A16911,29,Self-emp-inc,241431,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
16912,A16912,25,Private,120450,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
16913,A16913,26,Private,152240,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
16914,A16914,50,Private,200960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
16915,A16915,30,Federal-gov,314310,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16916,A16916,30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,<=50K
16917,A16917,59,Private,21792,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
16918,A16918,36,Private,182074,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
16919,A16919,37,Private,221850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Ecuador,>50K
16920,A16920,42,Private,240628,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
16921,A16921,34,Private,318641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K
16922,A16922,27,Self-emp-not-inc,140863,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
16923,A16923,39,Private,129150,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
16924,A16924,41,Private,143003,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7298,0,60,India,>50K
16925,A16925,34,Self-emp-not-inc,198664,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,15024,0,70,South,>50K
16926,A16926,41,Private,244945,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
16927,A16927,50,Private,138514,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
16928,A16928,18,Private,92008,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,28,United-States,<=50K
16929,A16929,23,Private,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,15,United-States,<=50K
16930,A16930,26,Private,188626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
16931,A16931,38,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K
16932,A16932,27,Private,133696,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,88,United-States,<=50K
16933,A16933,21,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,Dominican-Republic,<=50K
16934,A16934,41,Private,119266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
16935,A16935,42,Self-emp-not-inc,140474,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
16936,A16936,25,Private,69739,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
16937,A16937,43,Private,293176,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
16938,A16938,23,Private,217961,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
16939,A16939,40,Local-gov,163725,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
16940,A16940,23,Private,419394,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,9,United-States,<=50K
16941,A16941,18,Private,220836,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
16942,A16942,37,Private,334291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
16943,A16943,58,Private,298601,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3781,0,40,United-States,<=50K
16944,A16944,36,Private,200360,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
16945,A16945,36,Private,203482,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16946,A16946,25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
16947,A16947,62,Private,109190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
16948,A16948,34,Private,34848,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4064,0,40,United-States,<=50K
16949,A16949,27,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,United-States,<=50K
16950,A16950,23,Private,87867,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
16951,A16951,55,Private,123515,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
16952,A16952,42,Private,175935,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
16953,A16953,22,Private,229456,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50K
16954,A16954,44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
16955,A16955,42,Local-gov,99554,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
16956,A16956,21,Private,190227,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
16957,A16957,25,Private,29020,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K
16958,A16958,31,Private,306459,1st-4th,2,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Honduras,<=50K
16959,A16959,42,Private,193995,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
16960,A16960,26,Private,105059,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
16961,A16961,62,Private,71751,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,98,United-States,>50K
16962,A16962,28,Private,176683,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
16963,A16963,34,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
16964,A16964,51,Private,53838,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
16965,A16965,45,Local-gov,209482,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
16966,A16966,44,Private,214242,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
16967,A16967,47,,34458,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,<=50K
16968,A16968,35,Private,100375,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
16969,A16969,46,Private,149949,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
16970,A16970,46,Private,189762,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,56,United-States,<=50K
16971,A16971,46,Private,79874,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United-States,>50K
16972,A16972,66,Self-emp-not-inc,104576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States,>50K
16973,A16973,34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
16974,A16974,26,Private,213625,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
16975,A16975,29,Private,204984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16976,A16976,30,Private,144593,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,?,<=50K
16977,A16977,23,Private,217169,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
16978,A16978,46,Private,184883,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
16979,A16979,44,,136419,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
16980,A16980,54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
16981,A16981,54,Self-emp-not-inc,30908,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
